,humour,sarcasm,offensive,motivational,overall_sentiment
2209,0,0,1,0,-1
2210,2,0,0,0,1
2211,3,1,2,0,0
2212,1,0,1,1,0
2213,2,1,2,1,-2
2214,1,0,1,0,1
2215,3,1,0,0,0
2216,2,0,1,0,0
2217,0,0,0,0,2
2218,2,0,1,0,1
2219,1,0,1,1,2
2220,0,0,0,0,0
2221,0,0,0,0,1
2222,3,1,3,0,-1
2223,0,1,2,0,-2
2224,1,0,0,0,1
2225,0,0,1,1,0
2226,2,0,1,1,2
2227,1,0,1,0,0
2228,2,0,0,0,1
2229,0,0,0,0,0
2230,1,0,0,0,1
2231,0,0,2,1,1
2232,1,0,1,1,1
2233,1,0,1,0,0
2234,1,1,1,0,1
2235,2,1,1,1,1
2236,1,1,1,1,0
2237,3,0,1,0,0
2238,0,0,1,0,1
2239,2,1,2,0,-2
2240,3,1,2,1,0
2241,1,1,2,1,1
2242,1,1,0,0,1
2243,0,0,1,0,0
2244,2,0,2,1,0
2245,1,0,1,1,1
2246,3,1,1,0,1
2247,1,0,0,1,2
2248,3,0,1,0,0
2249,2,0,2,1,2
2250,2,0,0,0,-1
2251,1,0,0,0,-1
2252,1,0,0,0,1
2253,2,0,1,0,0
2254,2,0,0,0,0
2255,3,0,1,1,2
2256,1,1,1,1,0
2257,0,0,0,0,0
2258,2,0,0,0,2
2259,0,0,1,0,1
2260,1,1,1,1,1
2261,0,0,1,0,-1
2262,0,0,1,0,0
2263,2,1,2,1,2
2264,0,1,0,1,0
2265,1,0,1,0,2
2266,0,0,0,0,0
2267,2,0,0,0,1
2268,3,1,0,0,1
2269,3,0,1,1,-1
2270,0,0,1,1,0
2271,2,0,0,0,1
2272,1,0,0,0,0
2273,1,1,2,1,1
2274,1,0,0,0,1
2275,2,0,1,1,1
2276,3,1,2,0,1
2277,1,1,2,1,0
2278,1,1,1,1,1
2279,2,0,1,0,1
2280,2,0,0,1,1
2281,1,0,1,0,2
2282,1,0,1,1,0
2283,0,1,2,0,1
2284,3,0,2,0,1
2285,0,0,1,0,-1
2286,2,0,0,1,2
2287,1,0,1,1,1
2288,2,0,1,0,1
2289,3,0,0,0,2
2290,2,0,1,0,1
2291,2,0,0,0,2
2292,1,0,1,0,1
2293,0,0,0,0,1
2294,2,0,0,1,1
2295,1,0,0,0,1
2296,0,1,1,1,1
2297,3,1,0,0,0
2298,2,0,0,0,1
2299,2,1,2,1,0
2300,1,0,0,0,1
2301,1,1,2,0,0
2302,1,0,0,0,2
2303,0,0,1,1,1
2304,0,0,0,0,1
2305,1,0,1,1,0
2306,3,0,1,1,0
2307,2,1,2,1,1
2308,1,1,2,0,2
2309,1,0,0,0,0
2310,2,0,0,0,1
2311,2,1,2,0,1
2312,1,0,2,1,0
2313,1,0,1,1,0
2314,1,0,1,1,1
2315,1,0,0,0,-1
2316,2,0,0,0,2
2317,1,0,0,1,1
2318,2,0,2,0,1
2319,2,0,1,1,2
2320,0,1,2,0,0
2321,0,0,1,1,1
2322,2,1,2,0,0
2323,1,1,1,1,2
2324,1,0,2,1,2
2325,2,1,2,1,2
2326,3,0,1,0,0
2327,1,0,2,1,1
2328,1,1,1,1,-1
2329,1,0,0,0,2
2330,0,0,0,0,1
2331,0,0,2,1,1
2332,2,0,0,0,1
2333,0,0,1,1,0
2334,1,1,2,1,2
2335,0,1,2,0,1
2336,0,1,2,0,-1
2337,2,0,0,0,1
2338,0,0,1,0,1
2339,0,0,1,0,-1
2340,0,1,2,1,1
2341,2,0,0,1,2
2342,3,1,1,1,1
2343,0,1,0,0,0
2344,0,0,1,0,0
2345,0,0,0,0,0
2346,0,0,1,0,-1
2347,1,0,0,0,1
2348,1,0,0,0,0
2349,1,1,1,1,1
2350,2,0,0,0,0
2351,2,1,2,1,1
2352,3,0,0,0,1
2353,1,1,1,1,0
2354,3,1,1,0,0
2355,1,0,1,1,0
2356,3,0,0,1,2
2357,0,0,3,0,-2
2358,1,0,1,0,1
2359,1,0,2,1,0
2360,2,0,1,0,2
2361,2,0,1,0,1
2362,1,0,0,1,1
2363,0,0,1,0,-1
2364,1,0,1,0,1
2365,0,1,0,1,1
2366,1,0,1,0,1
2367,3,0,1,0,1
2368,0,0,1,1,0
2369,3,1,3,1,0
2370,0,1,0,0,-2
2371,1,0,2,1,0
2372,0,0,0,0,-1
2373,1,0,1,1,1
2374,2,0,2,0,1
2375,1,0,0,0,-1
2376,0,0,0,0,0
2377,0,0,0,1,1
2378,3,0,1,0,0
2379,2,0,0,0,0
2380,2,1,1,0,1
2381,2,1,2,1,2
2382,0,1,2,0,0
2383,2,0,1,0,1
2384,1,0,0,0,1
2385,1,0,0,0,0
2386,1,0,0,0,0
2387,0,0,0,0,0
2388,3,0,1,1,-1
2389,1,0,0,0,1
2390,2,0,0,0,1
2391,2,0,1,0,1
2392,1,0,1,0,1
2393,3,1,2,0,0
2394,0,0,0,0,0
2395,2,0,1,0,1
2396,1,0,1,1,0
2397,1,0,1,0,2
2398,1,0,2,1,1
2399,2,0,2,1,1
2400,0,0,2,1,0
2401,1,0,0,0,0
2402,2,0,0,0,1
2403,2,0,0,0,1
2404,1,0,1,0,1
2405,1,0,0,0,1
2406,0,0,0,0,0
2407,1,0,0,0,2
2408,2,0,0,0,2
2409,1,1,1,1,1
2410,0,0,1,1,1
2411,1,1,1,1,0
2412,0,0,1,0,1
2413,2,0,1,0,1
2414,0,0,0,0,1
2415,1,0,2,1,0
2416,0,0,1,1,0
2417,1,0,1,1,1
2418,0,0,1,0,0
2419,0,1,1,0,0
2420,1,0,1,0,1
2421,1,0,0,0,0
2422,0,0,0,0,0
2423,1,1,0,1,1
2424,2,0,0,0,1
2425,2,0,2,0,0
2426,2,0,0,0,2
2427,3,1,3,0,-1
2428,2,0,2,1,2
2429,0,0,2,0,0
2430,1,0,0,0,1
2431,2,0,0,0,1
2432,3,1,1,1,2
2433,1,0,0,0,1
2434,0,1,2,0,1
2435,2,1,2,0,1
2436,2,0,1,0,1
2437,1,0,2,0,0
2438,0,1,2,0,1
2439,0,1,0,1,1
2440,0,1,1,0,-1
2441,1,0,2,0,1
2442,2,0,0,0,1
2443,1,0,1,0,1
2444,1,0,2,1,0
2445,2,1,0,0,1
2446,2,1,1,0,2
2447,2,0,1,0,2
2448,3,0,2,0,-2
2449,0,0,0,0,0
2450,2,0,1,1,0
2451,1,0,1,0,1
2452,1,1,1,0,1
2453,2,0,0,0,0
2454,1,0,0,0,1
2455,2,1,0,0,2
2456,2,0,0,0,1
2457,1,1,1,1,1
2458,3,1,2,0,-2
2459,2,0,2,1,1
2460,1,0,0,0,0
2461,2,1,1,1,2
2462,2,1,1,0,0
2463,0,0,0,0,0
2464,2,0,0,0,1
2465,2,1,1,1,1
2466,1,0,0,1,0
2467,1,0,2,1,0
2468,2,0,0,0,1
2469,0,0,1,0,0
2470,1,0,1,1,2
2471,2,1,0,0,1
2472,2,1,2,0,-2
2473,2,0,0,0,0
2474,2,0,2,1,2
2475,1,0,0,0,0
2476,2,0,2,0,1
2477,1,0,0,0,0
2478,1,0,0,0,1
2479,3,0,1,1,0
2480,0,1,0,1,-1
2481,2,0,0,0,0
2482,2,0,0,0,1
2483,1,0,0,0,0
2484,1,0,1,0,0
2485,2,1,1,1,0
2486,0,0,3,0,0
2487,2,0,0,0,1
2488,1,0,1,1,1
2489,2,0,0,0,1
2490,1,1,1,1,2
2491,2,1,2,1,2
2492,1,1,2,0,1
2493,0,0,3,1,-2
2494,0,0,0,0,-1
2495,1,0,1,1,1
2496,1,0,1,0,1
2497,0,0,0,0,0
2498,1,0,0,1,1
2499,1,0,2,1,0
2500,1,0,1,0,-1
2501,1,0,1,0,2
2502,2,0,1,1,1
2503,0,0,1,0,1
2504,2,0,1,1,0
2505,2,0,1,1,1
2506,0,0,0,0,1
2507,0,0,1,1,0
2508,1,0,1,0,2
2509,2,0,1,1,0
2510,0,0,0,0,0
2511,2,0,0,0,0
2512,0,0,1,0,2
2513,2,1,2,0,1
2514,1,1,0,0,1
2515,2,0,1,0,1
2516,3,0,0,0,1
2517,1,0,0,1,2
2518,0,1,2,1,2
2519,2,0,0,0,1
2520,0,1,2,0,-1
2521,1,0,0,0,0
2522,2,1,2,0,1
2523,0,0,0,0,1
2524,0,0,3,0,-2
2525,2,0,1,0,1
2526,0,0,0,0,0
2527,1,0,0,0,1
2528,0,0,0,1,1
2529,0,1,2,0,1
2530,1,0,0,0,1
2531,2,0,2,1,1
2532,1,1,1,1,1
2533,0,0,0,0,1
2534,2,0,2,1,2
2535,0,0,0,0,0
2536,0,0,0,0,-1
2537,1,0,1,0,-1
2538,2,0,0,0,0
2539,2,0,0,0,1
2540,0,0,0,0,0
2541,2,0,2,0,1
2542,2,0,0,0,1
2543,0,0,0,0,2
2544,1,0,0,0,0
2545,1,0,1,0,2
2546,1,0,1,0,1
2547,2,1,1,0,0
2548,0,1,2,1,1
2549,1,0,0,0,0
2550,3,1,0,1,1
2551,1,0,0,0,1
2552,1,0,1,0,1
2553,3,1,1,0,-1
2554,0,0,0,0,1
2555,2,0,0,0,1
2556,2,0,2,0,2
2557,0,1,2,1,1
2558,1,1,2,0,-2
2559,1,0,0,0,2
2560,2,0,2,0,1
2561,1,1,0,0,-1
2562,2,0,1,0,1
2563,2,0,1,0,0
2564,3,0,1,0,2
2565,1,0,1,0,-1
2566,1,1,0,0,0
2567,0,0,0,0,0
2568,1,0,0,0,1
2569,1,0,0,0,1
2570,1,0,1,0,1
2571,1,1,1,0,1
2572,1,0,0,1,1
2573,2,0,0,0,1
2574,3,1,2,0,2
2575,0,0,0,0,0
2576,1,0,1,0,2
2577,1,0,1,0,2
2578,0,0,2,0,0
2579,2,1,2,0,-1
2580,1,0,1,0,0
2581,0,0,0,0,0
2582,1,0,1,0,1
2583,1,1,1,0,0
2584,1,0,1,0,1
2585,1,0,0,1,2
2586,1,1,2,1,1
2587,2,0,2,1,0
2588,2,1,1,1,1
2589,1,0,1,0,1
2590,1,0,0,1,0
2591,2,0,1,0,1
2592,3,0,0,0,2
2593,1,1,1,1,1
2594,3,0,0,0,1
2595,2,1,2,0,0
2596,2,0,1,0,0
2597,1,0,0,0,2
2598,2,0,2,0,2
2599,2,1,3,1,2
2600,2,0,0,0,0
2601,1,0,0,0,0
2602,1,0,1,1,0
2603,2,1,2,1,1
2604,2,0,0,0,2
2605,3,1,1,0,1
2606,1,0,1,1,0
2607,0,1,2,0,1
2608,2,0,2,1,2
2609,3,0,1,0,1
2610,1,0,0,0,0
2611,1,0,0,0,1
2612,2,1,1,1,1
2613,1,1,1,1,0
2614,0,1,1,1,-1
2615,1,0,3,0,1
2616,2,0,0,0,0
2617,3,0,0,0,2
2618,2,0,1,1,1
2619,1,0,1,1,1
2620,2,1,1,1,0
2621,2,1,3,1,1
2622,1,0,2,0,0
2623,2,0,1,1,1
2624,1,0,1,1,1
2625,0,0,0,0,0
2626,1,0,0,0,2
2627,3,0,0,0,1
2628,2,0,0,0,2
2629,0,0,0,1,1
2630,2,0,3,0,1
2631,1,1,1,1,2
2632,3,1,0,1,2
2633,2,1,3,0,0
2634,2,0,2,1,1
2635,3,0,0,0,1
2636,3,0,1,1,1
2637,2,0,1,1,1
2638,1,0,1,0,1
2639,2,1,1,0,-1
2640,1,0,0,0,1
2641,1,0,0,0,1
2642,2,0,1,0,1
2643,2,0,2,1,1
2644,0,1,0,0,0
2645,1,0,1,0,1
2646,2,1,0,1,1
2647,0,0,1,0,0
2648,3,0,2,0,-1
2649,1,1,1,1,1
2650,3,1,0,0,0
2651,2,0,0,0,1
2652,2,1,1,1,0
2653,1,0,0,0,2
2654,1,0,0,0,1
2655,0,1,0,0,0
2656,3,1,3,1,2
2657,0,0,0,0,2
2658,2,0,1,1,1
2659,2,1,2,0,-1
2660,2,0,1,1,1
2661,1,0,0,0,0
2662,0,1,2,0,0
2663,0,0,0,0,1
2664,1,0,1,1,1
2665,0,0,0,0,-1
2666,0,1,0,0,0
2667,1,0,0,0,0
2668,0,0,0,0,1
2669,1,1,2,0,2
2670,1,0,1,0,1
2671,0,0,0,1,2
2672,1,0,1,1,0
2673,2,1,0,0,1
2674,1,0,0,0,0
2675,1,0,0,0,0
2676,0,1,2,0,1
2677,3,1,2,1,0
2678,3,0,2,1,1
2679,0,0,2,0,-1
2680,2,1,1,1,2
2681,1,0,1,0,1
2682,0,0,0,1,0
2683,1,0,0,0,0
2684,1,1,1,0,1
2685,1,0,0,0,1
2686,0,0,0,1,0
2687,0,0,0,0,0
2688,3,0,0,0,1
2689,0,0,2,1,0
2690,1,0,1,0,2
2691,0,0,1,0,1
2692,2,1,0,0,1
2693,1,0,0,0,0
2694,0,0,0,0,0
2695,1,0,1,0,0
2696,1,0,0,0,1
2697,1,0,1,0,1
2698,2,0,2,0,2
2699,2,1,1,1,2
2700,0,1,2,0,1
2701,2,0,1,0,0
2702,0,0,1,0,0
2703,1,0,2,1,0
2704,0,0,0,1,0
2705,1,0,1,0,1
2706,0,0,0,1,1
2707,3,1,0,1,1
2708,2,0,2,0,2
2709,0,0,0,1,1
2710,2,1,1,0,0
2711,1,0,2,1,1
2712,1,1,1,1,2
2713,0,0,1,0,2
2714,0,0,0,0,0
2715,1,0,0,1,1
2716,0,0,1,0,1
2717,1,0,1,0,0
2718,1,1,1,0,-1
2719,1,0,0,1,-1
2720,0,1,2,1,1
2721,2,0,0,0,1
2722,2,1,3,0,0
2723,0,0,0,0,-1
2724,0,0,1,1,1
2725,1,0,0,0,1
2726,1,0,0,0,1
2727,2,1,1,1,1
2728,1,0,1,0,0
2729,1,1,1,0,0
2730,2,0,2,0,0
2731,2,1,1,0,1
2732,3,0,1,1,2
2733,3,1,2,0,-2
2734,0,1,1,1,0
2735,1,0,1,1,1
2736,0,1,0,0,1
2737,1,1,1,0,-1
2738,2,0,1,0,1
2739,1,0,1,0,1
2740,3,0,2,1,2
2741,1,0,1,0,1
2742,2,0,2,1,1
2743,0,0,0,0,0
2744,2,0,0,0,0
2745,2,0,0,0,1
2746,1,0,1,0,2
2747,2,0,1,0,1
2748,2,1,2,0,1
2749,0,0,2,1,0
2750,1,1,1,0,0
2751,3,0,1,0,2
2752,2,0,0,0,1
2753,2,0,1,1,2
2754,1,1,1,0,0
2755,0,1,1,1,1
2756,1,0,1,1,0
2757,0,1,1,1,0
2758,2,1,0,0,1
2759,1,0,2,1,1
2760,2,0,1,0,0
2761,0,0,2,0,0
2762,3,0,0,0,1
2763,2,1,1,0,0
2764,1,0,0,0,0
2765,1,0,1,1,1
2766,1,0,1,0,0
2767,1,1,0,1,-1
2768,2,0,0,0,1
2769,1,0,2,0,1
2770,0,0,0,0,0
2771,2,1,0,0,1
2772,0,0,1,1,1
2773,2,1,0,1,1
2774,2,1,3,1,1
2775,1,0,0,0,1
2776,0,0,3,1,1
2777,0,0,0,0,0
2778,1,1,1,0,0
2779,1,0,1,0,1
2780,0,0,0,0,0
2781,3,1,2,0,0
2782,1,0,1,1,1
2783,2,0,2,1,1
2784,0,0,0,0,2
2785,2,1,2,0,0
2786,2,0,2,1,0
2787,0,0,0,1,1
2788,1,0,0,0,0
2789,2,0,2,1,1
2790,1,0,1,0,1
2791,1,0,1,0,-1
2792,0,1,1,0,2
2793,3,0,1,0,1
2794,1,0,1,0,1
2795,1,1,0,1,-1
2796,1,0,0,0,2
2797,0,0,0,0,0
2798,1,0,0,0,0
2799,0,0,1,1,1
2800,2,1,0,0,1
2801,1,0,0,0,0
2802,1,0,0,0,0
2803,0,0,0,1,-1
2804,1,1,3,0,1
2805,2,0,0,0,0
2806,1,1,1,0,0
2807,2,1,0,1,1
2808,0,1,1,1,0
2809,0,0,2,0,-1
2810,1,0,0,1,1
2811,2,1,1,1,0
2812,0,0,0,1,1
2813,1,1,1,1,1
2814,1,1,1,0,-1
2815,3,0,2,1,1
2816,0,0,1,0,-1
2817,2,1,2,0,1
2818,2,0,2,1,1
2819,0,0,0,0,0
2820,3,0,3,1,0
2821,0,0,0,0,2
2822,1,0,0,0,0
2823,1,0,0,1,1
2824,3,1,3,0,1
2825,2,0,0,0,0
2826,1,1,1,1,1
2827,2,0,1,0,1
2828,2,0,1,0,1
2829,2,1,2,1,1
2830,1,0,2,0,2
2831,1,0,1,0,0
2832,1,0,0,0,0
2833,1,0,1,0,2
2834,1,0,2,0,0
2835,1,0,0,0,1
2836,1,0,1,0,1
2837,1,0,1,0,1
2838,0,0,1,1,0
2839,0,0,0,1,-2
2840,0,0,2,0,0
2841,0,0,0,0,0
2842,0,0,0,0,1
2843,1,0,0,0,0
2844,0,1,2,0,-2
2845,2,0,0,0,1
2846,0,0,1,0,2
2847,1,1,1,1,-1
2848,0,1,2,0,1
2849,1,0,1,0,1
2850,2,0,1,1,1
2851,1,0,0,0,1
2852,3,0,1,0,1
2853,1,0,0,0,0
2854,1,0,1,0,1
2855,2,1,2,1,1
2856,1,0,0,0,0
2857,2,0,2,1,1
2858,1,0,2,0,2
2859,0,0,0,0,-2
2860,2,0,3,0,1
2861,1,0,1,0,0
2862,3,0,2,1,0
2863,1,0,1,1,1
2864,1,1,1,0,-1
2865,0,0,1,0,0
2866,2,1,2,0,1
2867,2,0,1,1,1
2868,1,0,0,1,0
2869,0,0,0,0,1
2870,0,0,0,0,1
2871,2,1,2,1,1
2872,0,0,0,0,0
2873,0,0,2,0,1
2874,2,1,1,1,0
2875,1,0,1,0,1
2876,2,1,0,1,2
2877,2,1,2,1,0
2878,1,0,0,0,1
2879,1,0,0,0,1
2880,1,0,1,1,1
2881,1,0,1,1,0
2882,0,0,0,0,0
2883,2,0,1,0,1
2884,1,0,0,0,0
2885,0,0,1,0,1
2886,2,1,1,1,2
2887,2,0,2,0,-1
2888,3,0,0,0,0
2889,1,0,1,0,1
2890,2,0,0,0,2
2891,2,0,1,0,1
2892,1,0,0,1,0
2893,0,1,2,0,1
2894,2,1,0,0,1
2895,2,0,1,1,-1
2896,1,0,0,1,1
2897,3,0,0,0,1
2898,0,0,0,0,-1
2899,2,0,0,0,1
2900,3,1,2,1,0
2901,2,0,2,0,-1
2902,3,0,0,1,0
2903,1,0,2,1,1
2904,2,0,0,1,1
2905,0,0,0,1,0
2906,2,0,1,0,1
2907,0,0,0,0,0
2908,0,0,0,0,1
2909,2,0,1,1,0
2910,2,1,2,1,2
2911,3,0,1,1,1
2912,2,0,0,0,1
2913,2,0,2,1,1
2914,2,0,0,0,2
2915,0,0,1,0,1
2916,1,0,0,0,0
2917,0,1,3,0,-1
2918,2,1,2,1,0
2919,2,1,2,0,0
2920,2,0,0,0,1
2921,1,1,1,0,0
2922,1,1,1,1,-1
2923,1,0,0,0,2
2924,2,1,2,0,-1
2925,1,0,1,0,0
2926,1,0,2,1,1
2927,2,1,1,1,1
2928,1,0,1,0,1
2929,2,1,2,1,1
2930,2,0,2,1,1
2931,1,0,0,1,0
2932,1,0,0,0,1
2933,1,0,1,0,1
2934,0,0,2,0,-1
2935,1,0,2,1,2
2936,1,0,1,1,1
2937,0,1,2,0,0
2938,1,0,0,0,1
2939,0,0,1,1,0
2940,0,1,0,0,-1
2941,2,0,1,0,0
2942,1,0,1,0,2
2943,0,0,1,0,1
2944,1,0,0,0,1
2945,2,1,3,0,0
2946,1,1,0,0,0
2947,2,0,0,0,1
2948,2,0,0,0,1
2949,2,1,2,0,0
2950,0,0,0,0,0
2951,2,0,1,0,2
2952,1,0,0,0,1
2953,2,1,0,0,0
2954,2,0,2,0,2
2955,2,1,2,1,1
2956,1,0,1,0,2
2957,0,1,2,0,2
2958,1,0,0,0,0
2959,1,1,1,1,1
2960,1,0,0,0,0
2961,1,1,1,0,-1
2962,0,1,2,0,1
2963,2,0,0,0,2
2964,1,0,0,1,0
2965,2,0,2,1,2
2966,0,0,0,0,0
2967,3,1,2,1,1
2968,2,1,0,0,2
2969,2,1,0,0,1
2970,2,0,1,1,-1
2971,0,0,1,1,0
2972,3,0,1,1,2
2973,2,0,1,0,2
2974,1,0,1,0,0
2975,1,0,0,0,0
2976,1,1,2,1,1
2977,2,1,2,1,2
2978,3,0,2,1,1
2979,0,0,1,1,2
2980,2,0,0,0,1
2981,3,0,0,0,-1
2982,0,0,1,0,1
2983,0,1,2,1,1
2984,2,0,1,0,2
2985,2,0,1,0,1
2986,0,1,1,1,0
2987,1,0,1,1,1
2988,1,0,1,0,1
2989,1,0,0,0,0
2990,1,0,2,0,-2
2991,1,1,0,0,0
2992,0,0,0,1,1
2993,2,0,1,1,1
2994,0,1,1,0,-1
2995,3,0,1,1,1
2996,2,1,1,0,-1
2997,1,1,0,1,1
2998,2,0,1,0,1
2999,0,0,2,1,2
3000,2,1,3,0,1
3001,2,1,1,1,1
3002,1,0,1,1,0
3003,2,0,1,0,1
3004,2,0,2,1,1
3005,0,0,0,0,-1
3006,1,0,1,0,1
3007,0,0,1,0,1
3008,2,0,0,0,1
3009,0,1,2,0,0
3010,2,0,1,0,1
3011,2,1,2,1,1
3012,2,0,0,0,0
3013,0,0,0,1,1
3014,1,0,1,1,1
3015,2,0,2,0,1
3016,1,0,1,1,1
3017,2,0,0,0,1
3018,3,0,2,1,-1
3019,1,0,1,0,-1
3020,1,0,2,0,0
3021,2,1,0,0,2
3022,1,0,0,0,0
3023,0,0,1,1,0
3024,2,0,0,0,0
3025,1,0,0,0,1
3026,0,1,2,0,1
3027,1,0,0,0,0
3028,1,0,1,1,0
3029,2,0,1,1,-1
3030,0,0,0,1,1
3031,0,1,2,0,-1
3032,1,1,2,0,-1
3033,1,0,2,0,1
3034,1,0,1,0,-1
3035,1,0,0,0,0
3036,1,0,1,1,1
3037,2,0,2,1,1
3038,1,0,1,1,0
3039,2,0,1,0,1
3040,0,1,1,0,0
3041,0,0,2,1,2
3042,3,0,1,0,0
3043,3,1,2,0,-2
3044,0,0,2,0,1
3045,0,1,2,0,-1
3046,2,1,1,1,2
3047,0,0,0,0,1
3048,0,0,2,1,1
3049,0,0,0,1,0
3050,3,1,1,1,-1
3051,2,0,0,0,0
3052,0,0,1,0,1
3053,2,0,2,1,1
3054,0,0,1,1,1
3055,2,0,2,0,1
3056,2,0,2,1,2
3057,2,0,0,0,2
3058,1,1,2,1,1
3059,1,0,0,0,0
3060,2,0,2,1,2
3061,1,0,1,1,0
3062,2,0,2,1,1
3063,1,1,1,0,1
3064,3,1,2,1,1
3065,0,1,1,0,0
3066,1,1,1,1,0
3067,1,0,2,1,0
3068,0,0,0,0,0
3069,1,0,0,0,2
3070,0,0,0,1,1
3071,2,0,0,0,1
3072,3,0,0,0,2
3073,0,0,0,1,2
3074,2,1,2,1,1
3075,0,0,1,0,1
3076,2,1,1,0,0
3077,1,0,0,0,0
3078,1,0,1,1,0
3079,0,1,2,0,0
3080,2,0,1,0,1
3081,2,0,1,1,1
3082,0,0,0,0,0
3083,2,0,2,0,2
3084,0,0,0,0,0
3085,1,0,1,1,0
3086,1,1,0,0,1
3087,1,0,0,0,1
3088,1,0,1,0,0
3089,1,0,1,1,1
3090,0,0,0,1,1
3091,2,0,0,0,1
3092,2,0,0,0,1
3093,2,0,1,1,1
3094,2,1,1,1,0
3095,2,1,1,1,1
3096,1,0,1,0,0
3097,1,1,2,1,1
3098,0,1,1,1,0
3099,0,0,0,0,1
3100,1,0,1,1,0
3101,0,0,0,0,1
3102,2,1,2,1,1
3103,0,0,3,1,2
3104,0,0,1,0,2
3105,1,0,0,0,1
3106,2,1,2,1,2
3107,1,0,1,1,0
3108,1,0,0,0,1
3109,1,0,0,0,1
3110,0,1,2,0,-1
3111,2,1,1,1,0
3112,0,0,0,0,0
3113,2,0,1,1,0
3114,1,0,2,0,1
3115,3,1,1,0,0
3116,1,0,1,1,0
3117,2,1,2,0,0
3118,1,0,1,0,2
3119,2,1,1,1,2
3120,0,0,2,0,-1
3121,1,0,0,0,2
3122,2,1,1,1,2
3123,1,0,0,0,1
3124,2,0,0,0,1
3125,2,0,0,0,2
3126,2,0,0,0,1
3127,1,0,0,0,1
3128,0,1,2,0,0
3129,0,0,0,0,1
3130,1,1,0,1,1
3131,2,0,1,0,2
3132,1,0,1,1,1
3133,1,0,1,0,0
3134,0,1,3,1,1
3135,0,1,1,0,0
3136,0,0,0,0,-1
3137,2,1,1,1,1
3138,2,1,2,0,-1
3139,2,1,2,1,1
3140,1,0,0,1,0
3141,2,0,0,0,0
3142,3,0,0,0,0
3143,1,0,0,0,1
3144,2,0,1,0,1
3145,2,0,1,0,2
3146,0,0,0,0,0
3147,0,0,0,1,1
3148,1,0,0,0,1
3149,1,1,0,1,-1
3150,1,1,1,1,-1
3151,0,1,2,0,-2
3152,1,0,0,0,0
3153,0,0,0,0,0
3154,1,0,2,1,-1
3155,2,0,1,1,1
3156,1,1,2,0,1
3157,0,1,2,1,1
3158,1,0,0,0,2
3159,1,0,0,0,1
3160,3,1,1,1,-1
3161,2,0,0,0,1
3162,2,0,1,0,0
3163,1,0,1,1,1
3164,1,0,0,0,0
3165,1,0,1,0,1
3166,2,0,0,0,1
3167,0,1,2,0,-1
3168,1,0,1,0,1
3169,3,1,1,1,0
3170,1,0,2,0,0
3171,1,0,2,0,1
3172,2,0,0,0,0
3173,2,1,2,0,-2
3174,0,1,1,0,-1
3175,0,0,2,1,1
3176,0,0,0,0,0
3177,2,0,0,0,0
3178,0,0,0,0,1
3179,2,1,2,1,0
3180,1,0,0,0,0
3181,1,1,0,0,2
3182,0,0,1,0,0
3183,3,1,2,0,1
3184,0,1,2,1,1
3185,0,0,1,1,2
3186,1,1,1,1,1
3187,1,1,3,1,1
3188,2,0,1,0,1
3189,1,0,0,0,2
3190,0,1,1,1,1
3191,3,0,1,0,0
3192,1,0,0,0,0
3193,0,1,0,0,1
3194,0,0,0,0,0
3195,2,0,1,0,0
3196,3,0,0,1,2
3197,2,1,2,1,2
3198,2,0,1,0,-1
3199,2,0,0,0,2
3200,2,1,1,0,-1
3201,2,0,0,0,1
3202,1,1,0,0,1
3203,0,1,1,1,1
3204,2,1,2,1,1
3205,0,0,1,1,0
3206,2,0,2,1,1
3207,2,1,1,0,1
3208,2,0,2,1,1
3209,2,0,2,1,0
3210,2,0,1,0,1
3211,1,0,0,0,1
3212,3,1,1,1,-1
3213,0,0,0,0,0
3214,2,0,0,0,1
3215,2,0,1,1,1
3216,1,0,0,1,1
3217,0,1,2,1,2
3218,1,0,1,1,0
3219,2,1,1,1,2
3220,0,0,0,0,0
3221,0,0,1,1,-2
3222,2,1,1,0,1
3223,0,0,0,0,1
3224,1,0,1,1,1
3225,2,1,2,1,1
3226,0,0,0,1,0
3227,2,0,1,1,-1
3228,2,1,1,1,2
3229,2,0,0,0,1
3230,1,0,0,0,1
3231,3,0,1,1,1
3232,3,1,2,0,1
3233,0,0,0,0,0
3234,3,1,2,1,1
3235,3,0,3,1,0
3236,2,0,2,1,1
3237,1,0,2,1,2
3238,0,0,1,1,2
3239,1,0,1,1,0
3240,2,1,0,1,2
3241,0,1,0,0,-1
3242,2,0,2,0,1
3243,2,0,1,0,1
3244,3,0,1,1,2
3245,0,0,1,0,-1
3246,0,0,0,0,0
3247,2,0,0,0,1
3248,1,0,2,0,0
3249,2,0,0,0,1
3250,2,0,1,1,-1
3251,3,0,1,0,0
3252,2,0,0,0,1
3253,2,0,1,1,1
3254,0,0,0,0,0
3255,2,1,1,1,0
3256,2,0,1,0,0
3257,2,0,0,0,0
3258,1,1,0,1,1
3259,3,0,1,0,-2
3260,1,0,1,0,1
3261,2,0,0,0,2
3262,0,0,0,1,0
3263,1,0,0,0,0
3264,0,0,1,1,0
3265,0,0,1,0,0
3266,2,1,2,0,0
3267,0,0,2,0,0
3268,0,0,0,0,0
3269,0,1,2,0,1
3270,1,1,1,0,-1
3271,2,0,2,0,0
3272,2,1,0,0,1
3273,3,0,0,1,2
3274,1,0,0,0,2
